web-scraper-order,web-scraper-start-url,title,price,availability,pagination,pagination-href,link,link-href,image-src
"1612454069-6330","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Apple MacBook Air (Procesor Apple M1 (12M Cache, up to 3.20 GHz), 13.3"", Retina, 8GB, 512GB SSD, Integrated M1 Graphics, Mac OS Big Sur, Layout RO, Gri)","6.599,99 Lei","Stoc epuizat","18","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:18","Laptop Apple MacBook Air (Procesor Apple M1 (12M Cache, up to 3.20 GHz), 13.3"", Retina, 8GB, 512GB SSD, Integrated M1 Graphics, Mac OS Big Sur, Layout RO, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/apple-laptop-apple-macbook-air-procesor-apple-m1-12m-cache-up-to-3.20-ghz-13.3-retina-8gb-512gb-ssd-integrated-m1-graphics-mac-os-big-sur-layout-ro-gri-3803874.html","https://static3.evomag.ro/img?file=products%2F3803%2F3803874%2F1605785687laptop-apple-macbook-air-procesor-apple-m1-12m-cache-up-to-320-ghz-133-retina-8gb-256gb-ssd-integrated-m1-graphics-mac-os-big-sur-layout-int-gri1.jpg&height=150&extend=white"
"1612453982-6041","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Acer Aspire 5 A515-54G (Procesor Intel® Core™ i3-8145U (4M Cache, up to 3.90 GHz), Whiskey Lake, 15.6"" FHD, 4GB, 256GB SSD, nVidia GeForce MX250 @2GB, Linux, Negru)","2.371,99 Lei","Stoc epuizat","6","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:6","Laptop Acer Aspire 5 A515-54G (Procesor Intel® Core™ i3-8145U (4M Cache, up to 3.90 GHz), Whiskey Lake, 15.6"" FHD, 4GB, 256GB SSD, nVidia GeForce MX250 @2GB, Linux, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/acer-laptop-acer-aspire-5-a515-54g-procesor-intel-core-i3-8145u-4m-cache-up-to-3.90-ghz-whiskey-lake-15.6-fhd-4gb-256gb-ssd-nvidia-geforce-mx250-2gb-linux-negru-3787445.html","https://static3.evomag.ro/img?file=products%2F3787%2F3787445%2F1574842202Laptop+Acer+Aspire+5+A515-54G+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-10210U+%286M+Cache%2C+up+to+4.20+GHz%29%2C+Comet+Lake%2C+15.6+FHD%2C+8GB%2C+512GB+SSD%2C+nVidia+GeForce+MX250+%402GB%2C+Linux%2C+Negru%29+1.jpg&height=150&extend=white"
"1612454200-6725","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Apple MacBook Air 13 (Procesor Intel® Core™ i5 (3M Cache, up to 2.90 GHz), Broadwell, 13.3"", 8GB, 128GB SSD, Intel GMA HD 6000, Mac OS Sierra, Layout RO, Argintiu)","5.899,99 Lei","Stoc epuizat","13","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:13","Laptop Apple MacBook Air 13 (Procesor Intel® Core™ i5 (3M Cache, up to 2.90 GHz), Broadwell, 13.3"", 8GB, 128GB SSD, Intel GMA HD 6000, Mac OS Sierra, Layout RO, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/apple-laptop-apple-macbook-air-13-procesor-intel-core-i5-3m-cache-up-to-2.90-ghz-broadwell-13.3-8gb-128gb-ssd-intel-gma-hd-6000-mac-os-sierra-layout-ro-argintiu-3593523.html","https://static3.evomag.ro/img?file=products%2F3593%2F3593523%2F1498117489m1.jpg&height=150&extend=white"
"1612454258-6898","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Apple The New MacBook Pro 13 Retina (Procesor Intel® Core™ i5-8257U (6M Cache, up to 3.90 GHz), Coffee Lake, 13.3"", Retina, Touch Bar, 8GB, 256GB SSD, Intel® Iris® Plus Graphics 645, FPR, Mac OS Mojave, Layout RO, Gri)","9.399,99 Lei","Intreaba stoc","5","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:5","Laptop Apple The New MacBook Pro 13 Retina (Procesor Intel® Core™ i5-8257U (6M Cache, up to 3.90 GHz), Coffee Lake, 13.3"", Retina, Touch Bar, 8GB, 256GB SSD, Intel® Iris® Plus Graphics 645, FPR, Mac OS Mojave, Layout RO, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/apple-laptop-apple-the-new-macbook-pro-13-retina-procesor-intel-core-i5-8257u-6m-cache-up-to-3.90-ghz-coffee-lake-13.3-retina-touch-bar-8gb-256gb-ssd-intel-iris-plus-graphics-645-fpr-mac-os-mojave-layout-ro-gri-3761652.html","https://static3.evomag.ro/img?file=products%2F3761%2F3761652%2F1565598905Laptop+Apple+The+New+MacBook+Pro+13+Retina+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8257U+%286M+Cache%2C+up+to+3.90+GHz%29%2C+13.3%2C+Retina%2C+Touch+Bar%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+Iris%C2%AE+Plus+Graphics+645%2C+FPR%2C+Layout+INT%2C+Gri%29+1.jpg&height=150&extend=white"
"1612454272-6942","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell Latitude 5411 (Procesor Intel® Core™ i5-10400H (8M Cache, up to 4.60 GHz), Comet Lake, 14"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics, FPR, Win10 Pro, Gri)","5.899,99 Lei","In stoc (exclusiv online)","4","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:4","Laptop Dell Latitude 5411 (Procesor Intel® Core™ i5-10400H (8M Cache, up to 4.60 GHz), Comet Lake, 14"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics, FPR, Win10 Pro, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-latitude-5411-procesor-intel-core-i5-10400h-8m-cache-up-to-4.60-ghz-comet-lake-14-fhd-8gb-256gb-ssd-intel-uhd-graphics-fpr-win10-pro-gri-3797667.html","https://static3.evomag.ro/img?file=products%2F3797%2F3797667%2F1594379333Laptop+Dell+Latitude+5411+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-10400H+%288M+Cache%2C+up+to+4.60+GHz%29%2C+Comet+Lake%2C+14+FHD%2C+8GB%2C+256GB+SSD%2C+nVidia+GeForce+MX250+%402GB%2C+4G%2C+Win10+Pro%2C+Gri%291.jpg&height=150&extend=white"
"1612454200-6733","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell Latitude 5500 (Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), Whiskey Lake, 15.6"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics 620, FPR, Win10 Pro, Negru)","4.499,99 Lei","Stoc epuizat","13","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:13","Laptop Dell Latitude 5500 (Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), Whiskey Lake, 15.6"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics 620, FPR, Win10 Pro, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-latitude-5500-procesor-intel-core-i5-8265u-6m-cache-up-to-3.90-ghz-whiskey-lake-15.6-fhd-8gb-256gb-ssd-intel-uhd-graphics-620-fpr-win10-pro-negru-3753294.html","https://static3.evomag.ro/img?file=products%2F3753%2F3753294%2F1561100154Laptop+Dell+Latitude+5500+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8365U+%286M+Cache%2C+up+to+4.10+GHz%29%2C+Whiskey+Lake%2C+15.6+FHD%2C+16GB%2C+256GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+FPR%2C+Win10+Pro%2C+Negru%29+1.jpg&height=150&extend=white"
"1612454127-6451","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell Precision 5540 (Procesor Intel® Core™ i7-9850H (12M Cache, up to 4.60 GHz), Coffee Lake, 15.6"" FHD, 16GB, 512GB SSD, nVidia Quadro T1000 @4GB, FPR, Win10 Pro, Gri)","11.299,99 Lei","Stoc epuizat","23","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:23","Laptop Dell Precision 5540 (Procesor Intel® Core™ i7-9850H (12M Cache, up to 4.60 GHz), Coffee Lake, 15.6"" FHD, 16GB, 512GB SSD, nVidia Quadro T1000 @4GB, FPR, Win10 Pro, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-precision-5540-procesor-intel-core-i7-9850h-12m-cache-up-to-4.60-ghz-coffee-lake-15.6-fhd-16gb-512gb-ssd-nvidia-quadro-t1000-4gb-fpr-win10-pro-gri-3788985.html","https://static3.evomag.ro/img?file=products%2F3788%2F3788985%2F1584453094Laptop+Dell+Precision+5540+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-9850H+%2812M+Cache%2C+up+to+4.60+GHz%29%2C+Coffee+Lake%2C+15.6+FHD%2C+16GB%2C+512GB+SSD%2C+nVidia+Quadro+T1000+%404GB%2C+Win10+Pro%2C+Gri%291.jpg&height=150&extend=white"
"1612454303-7045","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell Vostro 5490 (Procesor Intel® Core™ i5-10210U (6M Cache, up to 4.20 GHz), Comet Lake, 14"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics, Linux, Gri)","3.549,00 Lei","In stoc magazin","2","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:2","Laptop Dell Vostro 5490 (Procesor Intel® Core™ i5-10210U (6M Cache, up to 4.20 GHz), Comet Lake, 14"" FHD, 8GB, 256GB SSD, Intel® UHD Graphics, Linux, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-vostro-5490-procesor-intel-core-i5-10210u-6m-cache-up-to-4.20-ghz-comet-lake-14-fhd-8gb-256gb-ssd-intel-uhd-graphics-linux-gri-3775668.html","https://static3.evomag.ro/img?file=products%2F3775%2F3775668%2F1574772311Laptop+Dell+Vostro+5490+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-10210U+%286M+Cache%2C+up+to+4.20+GHz%29%2C+Comet+Lake%2C+14+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+UHD+Graphics%2C+Linux%2C+Gri%29+1.jpg&height=150&extend=white"
"1612454011-6108","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Apple MacBook Pro 16 Retina (Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), Coffee Lake, 16"", Retina, Touch Bar, 16GB, 512GB SSD, AMD Radeon Pro 5300M @4GB, Mac OS Catalina, Layout RO, Argintiu)","12.799,99 Lei","Stoc epuizat","10","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:10","Laptop Apple MacBook Pro 16 Retina (Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), Coffee Lake, 16"", Retina, Touch Bar, 16GB, 512GB SSD, AMD Radeon Pro 5300M @4GB, Mac OS Catalina, Layout RO, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/apple-laptop-apple-macbook-pro-16-retina-procesor-intel-core-i7-9750h-12m-cache-up-to-4.50-ghz-coffee-lake-16-retina-touch-bar-16gb-512gb-ssd-amd-radeon-pro-5300m-4gb-mac-os-catalina-layout-ro-argintiu-3775060.html","https://static3.evomag.ro/img?file=products%2F3775%2F3775060%2F1574086802Laptop+Apple+MacBook+Pro+16+Retina+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-9750H+%2812M+Cache%2C+up+to+4.50+GHz%29%2C+16%2C+Retina%2C+Touch+Bar%2C+16GB%2C+512GB+SSD%2C+AMD+Radeon+Pro+5300M+%404GB%29+1.jpg&height=150&extend=white"
"1612454214-6785","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop HP ProBook 470 G5 (Procesor Intel® Core™ i7-8550U (8M Cache, up to 4.00 GHz), Kaby Lake R, 17.3"" FHD, 8GB, 1TB HDD @5400RPM + 256GB SSD, nVidia GeForce 930MX @2GB, FPR, Wireless AC, Win10 Pro, Argintiu)","4.953,99 Lei","Stoc epuizat","11","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:11","Laptop HP ProBook 470 G5 (Procesor Intel® Core™ i7-8550U (8M Cache, up to 4.00 GHz), Kaby Lake R, 17.3"" FHD, 8GB, 1TB HDD @5400RPM + 256GB SSD, nVidia GeForce 930MX @2GB, FPR, Wireless AC, Win10 Pro, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-probook-470-g5-procesor-intel-core-i7-8550u-8m-cache-up-to-4.00-ghz-kaby-lake-r-17.3-fhd-8gb-1tb-hdd-5400rpm-256gb-ssd-nvidia-geforce-930mx-2gb-fpr-wireless-ac-win10-pro-argintiu-3603133.html","https://static3.evomag.ro/img?file=products%2F3603%2F3603133%2F1513079007h1.jpg&height=150&extend=white"
"1612454185-6644","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Dell Alienware M15 R2 (Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), Coffee Lake, 15.6"" FHD, 16GB, 512GB SSD, nVidia GeForce RTX 2070 @8GB, Win10 Pro, Gri)","12.699,99 Lei","Stoc epuizat","15","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:15","Laptop Gaming Dell Alienware M15 R2 (Procesor Intel® Core™ i7-9750H (12M Cache, up to 4.50 GHz), Coffee Lake, 15.6"" FHD, 16GB, 512GB SSD, nVidia GeForce RTX 2070 @8GB, Win10 Pro, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-gaming-dell-alienware-m15-r2-procesor-intel-core-i7-9750h-12m-cache-up-to-4.50-ghz-coffee-lake-15.6-fhd-16gb-512gb-ssd-nvidia-geforce-rtx-2070-8gb-win10-pro-gri-3802460.html","https://static3.evomag.ro/img?file=products%2F3802%2F3802460%2F1604054465laptop-gaming-dell-alienware-m15-r2-procesor-intelr-core-i7-9750h-12m-cache-up-to-450-ghz-coffee-lake-156-fhd-16gb-512gb-ssd-nvidia-geforce-rtx-2070-8gb-win10-pro-gri1.JPG&height=150&extend=white"
"1612454303-7055","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell Latitude 3510 (Procesor Intel® Core™ i3-10110U (4M Cache, up to 4.10 GHz) 15.6"" HD, 4GB, 128GB SSD, Intel® UHD Graphics, Ubuntu Linux, Negru)","2.699,00 Lei","In stoc magazin","2","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:2","Laptop Dell Latitude 3510 (Procesor Intel® Core™ i3-10110U (4M Cache, up to 4.10 GHz) 15.6"" HD, 4GB, 128GB SSD, Intel® UHD Graphics, Ubuntu Linux, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-latitude-3510-procesor-intel-core-i3-10110u-4m-cache-up-to-4.10-ghz-15.6-hd-4gb-128gb-ssd-intel-uhd-graphics-ubuntu-linux-negru-3804737.html","https://static3.evomag.ro/img?file=products%2F3804%2F3804737%2Flaptop-dell-latitude-3510-pro-5fce1705e9400.JPG&height=150&extend=white"
"1612454200-6730","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Asus TUF FA506II-BQ018 (Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.00 GHz), 15.6"" FHD, 8GB, 256GB SSD, nVidia GeForce GTX 1650Ti @4GB, Negru)","3.599,99 Lei","Stoc epuizat","13","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:13","Laptop Asus TUF FA506II-BQ018 (Procesor AMD Ryzen™ 5 4600H (8M Cache, up to 4.00 GHz), 15.6"" FHD, 8GB, 256GB SSD, nVidia GeForce GTX 1650Ti @4GB, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-asus-tuf-fa506ii-bq018-procesor-amd-ryzen-5-4600h-8m-cache-up-to-4.00-ghz-15.6-fhd-8gb-256gb-ssd-nvidia-geforce-gtx-1650ti-4gb-negru-3794993.html","https://static3.evomag.ro/img?file=products%2F3794%2F3794993%2F1590763535Laptop+Gaming+Asus+TUF+FA506IU-AL005+%28Procesor+AMD+Ryzen+7+4800H+%288M+Cache%2C+up+to+4.20+GHz%29%2C+15.6+FHD%2C+16GB%2C+512GB+SSD%2C+nVidia+GeForce+GTX+1660Ti+%406GB%2C+Negru%291.jpg&height=150&extend=white"
"1612454243-6836","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Lenovo Legion 5P (Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), Comet Lake, 15.6"" FHD 144Hz, 16GB, 1TB SSD, nVidia GeForce RTX 2060 @6GB, Gri)","6.899,99 Lei","Stoc epuizat","7","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:7","Laptop Gaming Lenovo Legion 5P (Procesor Intel® Core™ i7-10750H (12M Cache, up to 5.00 GHz), Comet Lake, 15.6"" FHD 144Hz, 16GB, 1TB SSD, nVidia GeForce RTX 2060 @6GB, Gri)","https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-gaming-lenovo-legion-5p-procesor-intel-core-i7-10750h-12m-cache-up-to-5.00-ghz-comet-lake-15.6-fhd-144hz-16gb-1tb-ssd-nvidia-geforce-rtx-2060-6gb-gri-3794689.html","https://static3.evomag.ro/img?file=products%2F3794%2F3794689%2F1596722864Laptop+Gaming+Lenovo+Legion+5P+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-10750H+%2812M+Cache%2C+up+to+5.00+GHz%29%2C+Comet+Lake%2C+15.6+FHD+144Hz%2C+16GB%2C+1TB+SSD%2C+nVidia+GeForce+RTX+2060+%406GB%2C+Gri%291.jpg&height=150&extend=white"
"1612454156-6563","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell Latitude 7400 (Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), Whiskey Lake, 14"" FHD, 16GB, 512GB SSD, Intel® UHD Graphics 620, Win10 Pro, Negru)","7.999,99 Lei","Stoc epuizat","19","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:19","Laptop Dell Latitude 7400 (Procesor Intel® Core™ i5-8265U (6M Cache, up to 3.90 GHz), Whiskey Lake, 14"" FHD, 16GB, 512GB SSD, Intel® UHD Graphics 620, Win10 Pro, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-latitude-7400-procesor-intel-core-i5-8265u-6m-cache-up-to-3.90-ghz-whiskey-lake-14-fhd-16gb-512gb-ssd-intel-uhd-graphics-620-win10-pro-negru-3775579.html","https://static3.evomag.ro/img?file=products%2F3775%2F3775579%2F1574690753Laptop+Dell+Latitude+7400+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-8665U+%288M+Cache%2C+up+to+4.80+GHz%29%2C+Whiskey+Lake%2C+14+FHD%2C+8GB%2C+512GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+Win10+Pro%2C+Negru%29+1.jpg&height=150&extend=white"
"1612454287-6982","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Lenovo Legion 5 (Procesor AMD Ryzen 5 4600H (8M Cache, up to 4.00 GHz), 15.6"" FHD, 16GB, 512GB SSD, nVidia GeForce GTX 1650 @4GB, Negru)","4.241,99 Lei","In stoc (exclusiv online)","3","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:3","Laptop Gaming Lenovo Legion 5 (Procesor AMD Ryzen 5 4600H (8M Cache, up to 4.00 GHz), 15.6"" FHD, 16GB, 512GB SSD, nVidia GeForce GTX 1650 @4GB, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/lenovo-laptop-gaming-lenovo-legion-5-procesor-amd-ryzen-5-4600h-8m-cache-up-to-4.00-ghz-15.6-fhd-16gb-512gb-ssd-nvidia-geforce-gtx-1650-4gb-negru-3793620.html","https://static3.evomag.ro/img?file=products%2F3793%2F3793620%2F1595247987Laptop+Gaming+Lenovo+Legion+5+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-10300H+%288M+Cache%2C+up+to+4.50+GHz%29%2C+Comet+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+nVidia+GeForce+GTX+1650+%404GB%2C+Negru%291.jpg&height=150&extend=white"
"1612453967-5988","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Asus ROG Strix G512LV-HN244 (Procesor Intel® Core™ i7-10870H (16M Cache, up to 5.00 GHz), Comet Lake, 15.6"" FHD 144Hz, 8GB, 512GB SSD, nVidia GeForce RTX 2060 @6GB, Negru)","4.999,00 Lei","In stoc magazin","","","Laptop Gaming Asus ROG Strix G512LV-HN244 (Procesor Intel® Core™ i7-10870H (16M Cache, up to 5.00 GHz), Comet Lake, 15.6"" FHD 144Hz, 8GB, 512GB SSD, nVidia GeForce RTX 2060 @6GB, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/asus-laptop-gaming-asus-rog-strix-g512lv-hn244-procesor-intel-core-i7-10870h-16m-cache-up-to-5.00-ghz-comet-lake-15.6-fhd-144hz-8gb-512gb-ssd-nvidia-geforce-rtx-2060-6gb-negru-3803791.html","https://static3.evomag.ro/img?file=products%2F3803%2F3803791%2F1597826848Laptop+Gaming+Asus+ROG+Strix+G512LW-AZ033+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-10750H+%2812M+Cache%2C+up+to+5.00+GHz%29%2C+Comet+Lake%2C+15.6+FHD+240Hz%2C+16GB%2C+1TB+SSD%2C+nVidia+GeForce+RTX+2070+%408GB%2C+Negru%291.jpg&height=150&extend=white"
"1612454171-6638","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming Dell G3 3590 (Procesor Intel® Core™ i5-9300H (8M Cache, up to 4.10 GHz), Coffee Lake, 15.6"" FHD, 8GB, 1TB HDD @5400RPM + 256GB SSD, nVidia GeForce GTX 1650 @4GB, Linux, Negru)","4.428,99 Lei","Stoc epuizat","17","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:17","Laptop Gaming Dell G3 3590 (Procesor Intel® Core™ i5-9300H (8M Cache, up to 4.10 GHz), Coffee Lake, 15.6"" FHD, 8GB, 1TB HDD @5400RPM + 256GB SSD, nVidia GeForce GTX 1650 @4GB, Linux, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-gaming-dell-g3-3590-procesor-intel-core-i5-9300h-8m-cache-up-to-4.10-ghz-coffee-lake-15.6-fhd-8gb-1tb-hdd-5400rpm-256gb-ssd-nvidia-geforce-gtx-1650-4gb-linux-negru-3777806.html","https://static3.evomag.ro/img?file=products%2F3777%2F3777806%2F1575882246Laptop+Gaming+Dell+G3+3590+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i7-9750H+%2812M+Cache%2C+up+to+4.50+GHz%29%2C+Coffee+Lake%2C+15.6+FHD%2C+16GB%2C+1TB+HDD+%405400RPM+%2B+256GB+SSD%2C+nVidia+GeForce+GTX+1650Ti+%404GB%2C+Linux%2C+Negru%29+1.jpg&height=150&extend=white"
"1612454011-6104","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Dell Latitude 5400 (Procesor Intel® Core™ i7-8650U (8M Cache, up to 4.20 GHz), Kaby Lake R, 14"" FHD, 16GB, 512GB SSD, Intel® UHD Graphics 620, Win10 Pro, Negru)","6.199,99 Lei","Stoc epuizat","10","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:10","Laptop Dell Latitude 5400 (Procesor Intel® Core™ i7-8650U (8M Cache, up to 4.20 GHz), Kaby Lake R, 14"" FHD, 16GB, 512GB SSD, Intel® UHD Graphics 620, Win10 Pro, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/dell-laptop-dell-latitude-5400-procesor-intel-core-i7-8650u-8m-cache-up-to-4.20-ghz-kaby-lake-r-14-fhd-16gb-512gb-ssd-intel-uhd-graphics-620-win10-pro-negru-3789176.html","https://static3.evomag.ro/img?file=products%2F3789%2F3789176%2F1570799886Laptop+Dell+Latitude+5400+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i5-8365U+%286M+Cache%2C+up+to+4.10+GHz%29%2C+Whiskey+Lake%2C+14+FHD%2C+16GB%2C+512GB+SSD%2C+Intel%C2%AE+UHD+Graphics+620%2C+LTE%2C+FPR%2C+Win10+Pro%2C+Negru%291.jpg&height=150&extend=white"
"1612454069-6314","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop HP 250 G7 (Procesor Intel® Core™ i3-7020U (3M Cache, up to 2.30 GHz), Kaby Lake, 15.6"" FHD, 8GB, 256GB SSD, Intel® HD Graphics 620, Argintiu)","1.817,99 Lei","Stoc epuizat","18","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:18","Laptop HP 250 G7 (Procesor Intel® Core™ i3-7020U (3M Cache, up to 2.30 GHz), Kaby Lake, 15.6"" FHD, 8GB, 256GB SSD, Intel® HD Graphics 620, Argintiu)","https://www.evomag.ro/portabile-laptopuri-notebook/hp-laptop-hp-250-g7-procesor-intel-core-i3-7020u-3m-cache-up-to-2.30-ghz-kaby-lake-15.6-fhd-8gb-256gb-ssd-intel-hd-graphics-620-argintiu-3757996.html","https://static3.evomag.ro/img?file=products%2F3757%2F3757996%2F1564483209Laptop+HP+250+G7+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i3-7020U+%283M+Cache%2C+up+to+2.30+GHz%29%2C+Kaby+Lake%2C+15.6+FHD%2C+8GB%2C+256GB+SSD%2C+Intel%C2%AE+HD+Graphics+620%2C+Argintiu%29+1.jpg&height=150&extend=white"
"1612454200-6712","https://www.evomag.ro/portabile-laptopuri-notebook/","Laptop Gaming MSI GE75 Raider (Procesor Intel® Core™ i9-10980HK (16M Cache, up to 5.30 GHz), Comet Lake, 17.3"" FHD, 32GB, 2TB SSD, nVidia GeForce RTX 2080 SUPER @8GB, Negru)","17.899,99 Lei","Stoc epuizat","13","https://www.evomag.ro/portabile-laptopuri-notebook/filtru/pagina:13","Laptop Gaming MSI GE75 Raider (Procesor Intel® Core™ i9-10980HK (16M Cache, up to 5.30 GHz), Comet Lake, 17.3"" FHD, 32GB, 2TB SSD, nVidia GeForce RTX 2080 SUPER @8GB, Negru)","https://www.evomag.ro/portabile-laptopuri-notebook/msi-laptop-gaming-msi-ge75-raider-procesor-intel-core-i9-10980hk-16m-cache-up-to-5.30-ghz-comet-lake-17.3-fhd-32gb-2tb-ssd-nvidia-geforce-rtx-2080-super-8gb-negru-3791383.html","https://static3.evomag.ro/img?file=products%2F3791%2F3791383%2F1568982343Laptop+Gaming+MSI+GE75+Raider+%28Procesor+Intel%C2%AE+Core%E2%84%A2+i9-9880H+%2816M+Cache%2C+up+to+4.80+GHz%29%2C+Coffee+Lake%2C+17.3+FHD%2C+32GB%2C+1TB+SSD%2C+nVidia+GeForce+RTX+2080+%408GB%2C+Negru%291.png&height=150&extend=white"
