web-scraper-order,web-scraper-start-url,price,title,availability
"1612044247-310","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/11/","4.749,90lei","Laptop 2 in 1 LENOVO IdeaPad Flex 5 14IIL05, Intel Core i7-1065G7 pana la 3.9GHz, 14"" Full HD, 8GB, SSD 512GB, Intel Iris Plus Graphics, Windows 10 Home, gri deschis","Stoc epuizat"
"1612044258-497","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","11.499,90lei","Laptop 2 in 1 MICROSOFT Surface Book 2, Intel Core i7-8650U pana la 4.2GHz, 13.5"" Touch, 8GB, SSD 256GB, NVIDIA GeForce GTX 1050 2GB, Windows 10 Pro, argintiu","Stoc epuizat"
"1612044250-354","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/10/","5.299,90lei","Laptop ASUS ZenBook 13 UX331UN-C4088T, Intel® Core™ i7-8550U pana la 4.0Ghz, 13.3"" Full HD, 8GB, NVIDIA GeForce MX150 2GB, Windows 10 Home, Royal Blue","Stoc epuizat"
"1612044263-625","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","9.949,90lei","Laptop Gaming ASUS ROG Zephyrus S17 GX701LV-HG008T, Intel Core i7-10750H pana la 5GHz, 17.3"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2060 6GB, Windows 10 Home, negru","In anumite magazine"
"1612044258-517","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","8.499,90lei","Laptop 2 in 1 MICROSOFT Surface Pro 7, Intel Core i7-1065G7 pana la 3.9GHz, 12.3"" Touch, 16GB, SSD 256GB, Intel Iris Plus Graphics, Windows 10 Home, negru mat","Stoc epuizat"
"1612044272-728","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","4.699,90lei","Laptop Gaming ACER Nitro 5 AN515-54, Intel Core i7-9750H pana la 4.5GHz, 15.6"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1660Ti 6GB, Boot-up Linux, negru","In Stoc"
"1612044263-597","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","4.299,90lei","Laptop Gaming ASUS TUF F15 FX506LI-HN050, Intel Core i5-10300H pana la 4.5GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1650 Ti 4GB, Free DOS, gri inchis","In Stoc"
"1612044272-743","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","13.999,90lei","Laptop Gaming ASUS ROG Zephyrus S15 GX502LXS-HF038, Intel Core i7-10875H pana la 5.1GHz, 15.6"" Full HD, 32GB, SSD 2x512GB, NVIDIA GeForce RTX 2080 Super 8GB, Free DOS, negru","In Stoc"
"1612044274-819","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","5.599,90lei","Laptop Gaming DELL G5 5590, Intel Core i7-9750H pana la 4.5GHz, 15.6"" Full HD, 16GB, HDD 1TB + SSD 256GB, NVIDIA GeForce GTX 1660 Ti 6GB, Ubuntu, negru","In Stoc"
"1612044245-279","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","3.999,90lei","Laptop Gaming LENOVO Legion Y540-17IRH-PG0, Intel Core i5-9300HF pana la 4.1GHz, 17.3"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1650 4GB, Free Dos, Negru","Stoc epuizat"
"1612044269-699","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/3/","8.299,90lei","Laptop LENOVO ThinkPad T14 Gen 1, Intel Core i7-10510U pana la 4.9GHz, 14"" Full HD, 16GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, negru","In Stoc"
"1612044258-495","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","12.199,90lei","Laptop APPLE MacBook Pro 16"" Retina Display si Touch Bar mvvj2ze/a, Intel Core i7 pana la 4.5GHz, 16GB, 512GB, AMD Radeon Pro 5300M 4GB, macOS Catalina, Space Gray - Tastatura layout INT","Stoc epuizat"
"1612044274-800","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","6.799,90lei","Laptop Gaming HP Omen 15-en0016nq, AMD Ryzen 7 4800H pana la 4.3GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2060 6GB, Free DOS, argintiu","In Stoc"
"1612044242-232","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","3.499,90lei","Laptop 2 in 1 DELL Inspiron 5406, Intel Core i3-1115G4 pana la 4.1GHz, 14"" Full HD Touch, 4GB, SSD 256GB, Intel UHD Graphics , Windows 10 Home, gri","Stoc epuizat"
"1612044250-346","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/10/","5.399,90lei","Laptop Gaming ASUS ROG Zephyrus G15 GA502IU-AZ015T, AMD Ryzen 7 4800HS pana la 4.2GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce GTX 1660Ti 6GB, Windows 10 Home, negru","Stoc epuizat"
"1612044274-821","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","5.299,90lei","Laptop 2 in 1 ACER Spin 5 SP514-54N, Intel Core i7-1065G7, 13.5"" UHD Touch, 8GB, SSD 512GB, Intel Iris Plus Graphics, Windows 10 Pro, gri","In Stoc"
"1612044250-353","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/10/","5.299,90lei","Laptop Gaming ASUS ROG Strix G15 G512LI-AL037, Intel Core i7-10750H pana la 5GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1650 Ti 4GB, Free DOS, Glacier Blue","Stoc epuizat"
"1612044242-227","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","3.599,90lei","Laptop ASUS M509DA-EJ231, AMD Ryzen 7 3700U pana la 4.0GHz, 15.6"" Full HD, 16GB, SSD 512GB, AMD Radeon RX Vega 10, Free DOS, gri","Stoc epuizat"
"1612044247-317","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/11/","4.699,90lei","Laptop ASUS Zenbook 13 UX325EA-EG022T, Intel Core i5-1135G7 pana la 4.2GHz, 13.3"" Full HD, 8GB, SSD 512GB, Intel Iris Plus Graphics, Windows 10 Home, gri","Stoc epuizat"
"1612044247-305","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/11/","4.799,90lei","Laptop APPLE MacBook 12"" Retina Display mnyj2ze/a, Intel® Core™ i5 pana la 3.2GHz, 8GB, 512GB, Intel HD Graphics 615, MacOS Sierra, Silver - Tastatura layout INT","Stoc epuizat"
"1612044245-257","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","4.199,90lei","Laptop Gaming MSI GF65 Thin 10SDR-807XRO, Intel Core i5-10300H pana la 4.5GHz, 15.6"" Full HD, 8GB, SSD 256GB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, negru","Stoc epuizat"
"1612044236-143","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/15/","1.799,90lei","Laptop ASUS X543MA-GQ506, Intel Celeron N4000 pana la 2.6GHz, 15.6"" HD, 4GB, SSD 256GB, Intel UHD Graphics 600, Endless OS, gri inchis","Stoc epuizat"
"1612044245-255","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","4.199,90lei","Laptop ASUS VivoBook S15 S532FA-BQ056T, Intel Core i5-8265U pana la 3.9GHz, 15.6"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Home, Punk Pink","Stoc epuizat"
"1612044258-504","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","9.499,90lei","Laptop APPLE MacBook Pro 13 z11f0010w, Apple M1, 13.3"" Retina Display si Touch Bar, 16GB, SSD 512GB, Grafica integrata, macOS Big Sur, Silver - Tastatura layout INT","Stoc epuizat"
"1612044258-492","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","12.199,90lei","Laptop APPLE MacBook Pro 13 mwp52ze/a, Intel Core i5 pana la 3.8GHz, 13.3"" Retina Display si Touch Bar, 16GB, 1TB, Intel Iris Plus Graphics, macOS Catalina, Space Gray - Tastatura layout INT","Stoc epuizat"
"1612044255-474","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/8/","6.599,90lei","Laptop Gaming DELL Inspiron G5 5505, AMD Ryzen 7 4800H pana la 4.2GHz, 15.6"" Full HD, 16GB, SSD 1TB, AMD Radeon RX 5600M 6GB, Windows 10 Home, negru","Stoc epuizat"
"1612044252-402","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","6.099,90lei","Laptop ASUS Zenbook 13 UX325JA-EG074T, Intel Core i7-1065G7 pana la 3.9GHz, 13.3"" Full HD, 32GB, SSD 512GB, Intel Iris Plus Graphics, Windows 10 Home, gri","Stoc epuizat"
"1612044272-745","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","13.499,90lei","Laptop Gaming ASUS ROG Zephyrus S17 GX701LXS-EV011, Intel Core i7-10750H pana la 5.0GHz, 17.3"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2080 Super 8GB, Free DOS, negru","In Stoc"
"1612044258-521","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","8.299,90lei","Laptop APPLE MacBook Pro 13 z11b0002q, Apple M1, 13.3"" Retina Display si Touch Bar, 16GB, SSD 256GB, Grafica integrata, macOS Big Sur, Space Gray - Tastatura layout INT","Stoc epuizat"
"1612044269-697","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/3/","8.699,90lei","Laptop Gaming ASUS ROG Zephyrus S GX502GW-AZ067, Intel Core i7-9750H pana la 4.5GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2070 8GB, Free DOS, negru","In Stoc"
"1612044260-563","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/6/","5.899,90lei","Laptop ASUS Zenbook 13 UX325JA-EG074R, Intel Core i7-1065G7 pana la 3.9GHz, 13.3"" Full HD, 32GB, SSD 512GB, Intel Iris Plus Graphics, Windows 10 Pro, gri","Stoc epuizat"
"1612044266-641","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/4/","6.999,90lei","Laptop Gaming MSI GS65 Stealth 8SF, Intel® Core™ i7-8750H pana la 4.1GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2070 8GB, Windows 10 Home","In Stoc"
"1612044252-437","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","5.499,90lei","Laptop ASUS Zenbook 13 UX325JA-EG037T, Intel Core i7-1065G7 pana la 3.9GHz, 13.3"" Full HD, 16GB, SSD 512GB, Intel Iris Plus Graphics, Windows 10 Home, gri","Stoc epuizat"
"1612044242-246","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","3.299,90lei","Laptop ASUS VivoBook S15 M533IA-BQ043T, AMD Ryzen 5 4500U pana la 4.0GHz, 15.6"" Full HD, 8GB, SSD 512GB, AMD Radeon Graphics, Windows 10 Home, rosu","Stoc epuizat"
"1612044272-757","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","11.499,90lei","Laptop Gaming ASUS ROG Zephyrus S GX701LXS-HG051T, Intel Core i7-10750H pana la 5.0GHz, 17.3"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2080 Max-Q Design 8GB, WebCam, Windows 10 Home, negru","In Stoc"
"1612044242-216","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","3.699,90lei","Laptop Gaming ASUS TUF FX505DT-BQ036, AMD Ryzen 7 3750H pana la 4.0GHz, 15.6"" Full HD, 8GB, SSD 256GB, NVIDIA GeForce GTX 1650 4GB, Free DOS, Stealth Black","Stoc epuizat"
"1612044258-502","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","9.999,90lei","Laptop LENOVO ThinkPad X1 Carbon Gen7, Intel Core i7-8565U pana la 4.6GHz, 14"" Full HD Touch, 16GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Pro, negru","Stoc epuizat"
"1612044272-769","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","9.999,90lei","Laptop LENOVO ThinkPad T14s Gen 1, Intel Core i7-10510U pana la 4.9GHz, 14"" Full HD Touch, 16GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, negru","In Stoc"
"1612044266-669","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/4/","5.699,90lei","Laptop 2 in 1 MICROSOFT Surface Book 3, Intel Core i5-1035G7 pana la 3.7GHz, 13.5"" Touch, 8GB, SSD 256GB, Intel Iris Plus Graphics, Windows 10 Home, platinum","In Stoc"
"1612044260-543","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/6/","5.849,90lei","Laptop Gaming LENOVO IdeaPad Creator 5 15IMH05, Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1650 Ti 4GB, Free DOS, verde inchis","In anumite magazine"
"1612044247-324","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/11/","4.499,90lei","Laptop LENOVO IdeaPad 5 14IIL05, Intel Core i7-1065G7 pana la 3.9GHz, 14"" Full HD, 16GB, SSD 1TB, Intel Iris Plus Graphics, Free DOS, gri","Stoc epuizat"
"1612044252-399","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","6.199,90lei","Laptop Gaming ASUS ROG Strix G15 G512LV-HN235, Intel Core i7-10870H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2060 6GB, Free DOS, negru","Stoc epuizat"
"1612044266-637","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/4/","6.999,90lei","Laptop ASUS ZenBook S UX393EA-HK012T, Intel Core i7-1165G7 pana la 4.7GHz, 13.9"" Touch, 8GB, SSD 512GB, Intel Iris Xe Graphics, Windows 10 Home, negru","In Stoc"
"1612044239-157","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","3.199,90lei","Laptop ASUS VivoBook 17 M712DK-AU034, AMD Ryzen 5 3500U pana 3.7GHz, 17.3"" Full HD, 12GB, SSD 512GB, AMD Radeon R540X 2GB, Free Dos, argintiu","Stoc epuizat"
"1612044258-488","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","13.199,90lei","Laptop Gaming ASUS ROG Zephyrus S17 GX701LWS-EV076, Intel Core i7-10875H pana la 5.1GHz, 17.3"" Full HD, 32GB, SSD 1TB, NVIDIA GeForce RTX 2070 Super 8GB, Free DOS, negru","Stoc epuizat"
"1612044272-774","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","9.499,90lei","Laptop DELL XPS 13 7390, Intel Core i7-10710U pana la 4.7GHz, 13.3"" Full HD, 16GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, argintiu","In Stoc"
"1612044260-556","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/6/","4.999,90lei","Laptop Gaming MSI GF65 Thin 10SDR-805XRO, Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, negru","Stoc epuizat"
"1612044252-436","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","5.499,90lei","Laptop APPLE MacBook Air 13 mgnd3ro/a, Apple M1, 13.3"" Retina Display, 8GB, SSD 256GB, Grafica integrata, macOS Big Sur, Gold - Tastatura layout RO","Stoc epuizat"
"1612044266-672","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/4/","5.599,90lei","Laptop Gaming DELL G5 5590, Intel Core i7-9750H pana la 4.5GHz, 15.6"" Full HD, 16GB, HDD 1TB + SSD 256GB, NVIDIA GeForce GTX 1660 Ti 6GB, Ubuntu, negru","In Stoc"
"1612044239-198","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","2.199,90lei","Laptop ASUS VivoBook X512JA-EJ351, Intel Core i3-1005G1 pana la 3.94Hz, 15.6"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics, Free DOS, Peacock Blue","Stoc epuizat"
"1612044272-763","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","10.849,90lei","Laptop Gaming ACER Predator Triton 500 PT515-52, Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2070 Super Max-Q 8GB, Windows 10 Home, negru","In Stoc"
"1612044245-269","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","4.099,90lei","Laptop ASUS VivoBook 14 X403JA-BM020, Intel Core i5-1035G1 pana la 3.6GHz, 14"" Full HD, 16GB, SSD 512GB, Intel UHD Graphics 620, Endless, Petal Pink","Stoc epuizat"
"1612044239-193","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","2.399,90lei","Laptop 2 in 1 MICROSOFT Surface Go 2, Intel Pentium Gold 4425Y 1.7GHz, 10.5"" Touch, 4GB, eMMC 64GB, Intel UHD Graphics 615, Windows 10 S, platinum","Stoc epuizat"
"1612044252-403","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","6.099,00lei","Laptop 2 in 1 DELL Inspiron 7391, Intel Core i7-10510U pana la 4.9GHz, 13.3"" Full HD Touch, 8GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, argintiu","Stoc epuizat"
"1612044242-213","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","3.699,90lei","Laptop DELL Inspiron 5405, AMD Ryzen 5 4500U pana la 4.0GHz, 14"" Full HD, 8GB, SSD 512GB, AMD Radeon Graphics, Windows 10 Home, argintiu","Stoc epuizat"
"1612044252-439","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","5.499,90lei","Laptop DELL Vostro 5401, Intel Core i7-1065G7 pana la 3.9GHz, 14"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce MX330 2GB, Windows 10 Pro, gri","Stoc epuizat"
"1612044269-720","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/3/","7.399,90lei","Laptop Gaming HP Omen 15-dh1010nq, Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, HDD 1TB + SSD 512GB, NVIDIA GeForce RTX 2060 6GB, Free DOS, negru","In Stoc"
"1612044260-545","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/6/","5.399,90lei","Laptop HP EliteBook 840 G6, Intel Core i5-8265U pana la 3.9GHz, 14"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics, Windows 10 Pro, argintiu","In anumite magazine"
"1612044263-586","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","4.899,90lei","Laptop ASUS ExpertBook B9 B9450FA-BM0962T, Intel Core i5-10210U pana la 4.2GHz, 14"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics, Windows 10 Home, negru","In Stoc"
"1612044245-280","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","3.999,90lei","Laptop Gaming ASUS TUF FX705DT-H7116, AMD Ryzen 5 3550H pana la 3.7GHz, 17.3"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1650 4GB, Free Dos, Stealth Black","Stoc epuizat"
"1612044255-461","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/8/","6.799,90lei","Laptop Gaming ASUS TUF A15 FA506IV-AL032, AMD Ryzen 7 4800H pana la 4.2GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2060 6GB, Free DOS, gri inchis","Stoc epuizat"
"1612044266-677","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/4/","5.199,90lei","Laptop 2 in 1 MICROSOFT Surface Pro 7, Intel Core i5-1035G4 pana la 3.7GHz, 12.3"" Touch, 8GB, SSD 128GB, Intel Iris Plus Graphics, Windows 10 Home, Platinum","In Stoc"
"1612044260-552","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/6/","5.599,90lei","Laptop APPLE MacBook Air 13 mwtl2ze/a, Intel Core i3 pana la 3.2GHz, 13.3"" IPS Retina, 8GB, SSD 256GB, Intel Iris Plus Graphics, macOS Catalina, Gold- Tastatura layout INT","In anumite magazine"
"1612044247-302","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/11/","4.799,90lei","Laptop Gaming ASUS TUF A15 FA506IU-AL005, AMD Ryzen 7 4800H pana la 4.2GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1660 Ti 6GB, Free DOS, negru","Stoc epuizat"
"1612044236-134","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/15/","2.099,90lei","Laptop LENOVO V15 ADA, AMD Ryzen 3 3250U pana la 3.5GHz, 15.6"" Full HD, 4GB, SSD 256GB, AMD Radeon Graphics, Free DOS, gri","Stoc epuizat"
"1612044252-410","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","5.999,90lei","Laptop Gaming DELL G3 3590, Intel Core i7-9750H pana la 4.5GHz, 15.6"" Full HD, 16GB, SSD 256GB + HDD 1TB, NVIDIA GeForce GTX 1660Ti Max-Q Design 6GB, Linux, negru","Stoc epuizat"
"1612044247-339","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/11/","4.399,90lei","Laptop Gaming ASUS FX504GM-EN224, Intel Core i7-8750H pana la 4.1GHz, 15.6"" Full HD, 8GB, HDD 1TB + SSD 256GB, NVIDIA GeForce GTX 1060 6GB, Free Dos","Stoc epuizat"
"1612044274-782","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.099,90lei","Laptop HUAWEI MateBook D 14, AMD Ryzen 5 3500U pana la 3.7GHz, 14"" Full HD, 8GB, SSD 512GB, AMD Radeon Vega 8 Graphics, Windows 10 Home, argintiu","In Stoc"
"1612044274-776","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","1.899,90lei","Laptop ASUS M509DA-EJ348, AMD Ryzen 3 3250U pana la 3.5GHz, 15.6"" Full HD, 8GB, SSD 256GB, AMD Radeon Graphics Free DOS, argintiu","In Stoc"
"1612044269-717","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/3/","7.449,90lei","Laptop Gaming ASUS ROG Strix Scar 15 G532LV-AZ042, Intel Core i7-10875H pana la 5.1GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2060 6GB, Free DOS, negru","In Stoc"
"1612044272-754","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","12.499,90lei","Laptop Gaming HP Omen 15-dh1032nq, Intel Core i9-10885H pana la 5.3GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2080 Super Max-Q 8GB, Free DOS, negru","In Stoc"
"1612044274-799","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","2.299,90lei","Laptop ACER Aspire 3 A315-56-37LG, Intel Core i3-1005G1 pana la 3.4GHz, 15.6"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics, Free DOS, negru","In Stoc"
"1612044263-601","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","4.199,90lei","Laptop Gaming DELL Inspiron 3500 G3, Intel Core i5-10300H pana la 4.5GHz, 15.6"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1650Ti, Ubuntu, negru","In Stoc"
"1612044239-152","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","3.299,90lei","Laptop ACER Aspire 5 A515-44G-R4YP, AMD Ryzen 5 4500U pana la 4GHz, 15.6"" Full HD, 8GB, SSD 512GB, AMD Radeon RX640 2GB, Windows 10 Home, argintiu","Stoc epuizat"
"1612044242-233","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","3.499,90lei","Laptop ASUS VivoBook 14 X403FA-EB020, Intel Core i5-8265U pana la 3.9GHz, 14"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics 620, Endless, Petal Pink","Stoc epuizat"
"1612044239-175","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","2.999,90lei","Laptop ASUS VivoBook 15 X512FA-EJ1742, Intel Core i5-10210U pana la 4.2GHz, 15.6"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics, Free DOS, Transparent Silver","Stoc epuizat"
"1612044263-619","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","3.199,00lei","Laptop MICROSOFT Surface Go, Intel Core i5-1035G1 pana la 3.6GHz, 12.4"" Touch, 4GB, eMMC 64GB, Intel UHD Graphics, Windows 10 S, albastru deschis","In Stoc"
"1612044266-633","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/4/","7.099,90lei","Laptop APPLE MacBook Air 13 mvh22ze/a, Intel Core i5 pana la 3.6GHz, 13.3"" IPS Retina, 8GB, SSD 512GB, Intel Iris Plus Graphics, macOS Catalina, Space Grey - Tastatura layout INT","In Stoc"
