web-scraper-order,web-scraper-start-url,price,title,availability
"1612388376-3788","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/15/","2.849,90lei","Laptop LENOVO IdeaPad 5 14ARE05, AMD Ryzen 5 4500U pana la 4.0GHz, 14"" Full HD, 8GB, SSD 512GB, AMD Radeon Graphics, Free DOS, gri","Stoc epuizat"
"1612388410-4425","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","8.849,90lei","Laptop Gaming HP Omen 15-ek0022nq, Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2070 Max-Q 8GB, Free DOS, negru","In Stoc"
"1612388412-4463","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","19.999,90lei","Laptop DELL XPS 9700, Intel Core i9-10885H pana la 5.3GHz, 17"" UHD+ Touch, 32GB, SSD 1TB, NVIDIA GeForce RTX Max-Q 2060 6GB , Windows 10 Pro, argintiu","In Stoc"
"1612388389-4015","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/10/","5.799,90lei","Laptop Gaming ASUS ROG Zephyrus G14 GA401IU-HE017, AMD Ryzen 7 4800HS pana la 4.2GHz, 14"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1660 Max-Q 6GB, Free DOS, alb","Stoc epuizat"
"1612388389-4031","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/10/","5.599,90lei","Laptop ASUS Zenbook 13 UX325JA-EG037R, Intel Core i7-1065G7 pana la 3.9GHz, 13.3"" Full HD, 16GB, SSD 512GB, Intel Iris Plus Graphics, Windows 10 Pro, gri","Stoc epuizat"
"1612388381-3893","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","3.899,90lei","Laptop Gaming ASUS TUF FX705DT-AU027, AMD Ryzen 7 3750H pana la 4GHz, 17.3"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1650 4GB, Free DOS, Stealth Black","Stoc epuizat"
"1612388402-4270","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","3.999,90lei","Laptop Gaming HP Pavilion 15-ec1038nq, AMD Ryzen 7 4800H pana la 4.2GHz, 15.6"" Full HD, 8GB, SSD 256GB, NVIDIA GeForce GTX 1650 Ti 4GB, Free DOS, negru","In Stoc"
"1612388379-3832","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","3.599,90lei","Laptop 2 in 1 MICROSOFT Surface Pro X, Microsoft SQ1, 13"" Touch, 8GB, SSD 128GB, Adreno 685 GPU, LTE, Windows 10 Home, negru mat","Stoc epuizat"
"1612388412-4482","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","12.499,90lei","Laptop Gaming HP Omen 15-dh1032nq, Intel Core i9-10885H pana la 5.3GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2080 Super Max-Q 8GB, Free DOS, negru","In Stoc"
"1612388394-4128","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/8/","7.899,90lei","Laptop 2 in 1 ASUS ZenBook Flip 13 UX371EA-HL003R, Intel Core i7-1165G7 pana la 4.7GHz, 13.3"" 4K UHD Touch OLED, 16GB, SSD 1TB, Intel Iris Xe, Windows 10 Pro, Jade Black","Stoc epuizat"
"1612388384-3942","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","4.299,90lei","Laptop Gaming ASUS ROG Strix G G531GT-HN556, Intel Core i7-9750H pana la 4.5GHz, 15.6"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1650 4GB, Free DOS, negru","Stoc epuizat"
"1612388394-4151","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/8/","6.899,90lei","Laptop APPLE MacBook Air 13 mgne3ze/a, Apple M1, 13.3"" Retina Display, 8GB, SSD 512GB, Grafica integrata, macOS Big Sur, Gold - Tastatura layout INT","Stoc epuizat"
"1612388410-4439","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","7.899,90lei","Laptop Gaming ASUS ROG Zephyrus S GX502GV-AZ072T, Intel Core i7-9750H pana la 4.5GHz, 15.6"" Full HD, 32GB, SSD 512GB, NVIDIA GeForce RTX 2060 6GB, Windows 10 Home, negru","In Stoc"
"1612388394-4138","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/8/","7.349,90lei","Laptop Gaming ASUS ROG Strix G15 G512LW-AZ074, Intel Core i7-10875H pana la 5.1GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2070 8GB, Free DOS, negru","Stoc epuizat"
"1612388384-3932","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","4.499,90lei","Laptop Gaming LENOVO Legion Y540-15IRH, Intel Core i5-9300H pana la 4.1GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1660 Ti 6GB, Windows 10 Home, negru","Stoc epuizat"
"1612388394-4109","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/8/","8.499,90lei","Laptop 2 in 1 MICROSOFT Surface Pro X, Microsoft SQ1, 13"" Touch, 16GB, SSD 256GB, Adreno 685 GPU, LTE, Windows 10 Home, negru mat","Stoc epuizat"
"1612388387-3974","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/11/","5.099,90lei","Laptop Gaming ASUS TUF A15 FA506IV-HN268, AMD Ryzen 7 4800H pana la 4.2GHz, 15.6"" Full HD, 8GB, SSD 256GB, NVIDIA GeForce RTX 2060 6GB, Free DOS, gri inchis","Stoc epuizat"
"1612388412-4444","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","7.999,90lei","Laptop Gaming ASUS TUF Dash F15 FX516PR-AZ019, Intel Core i7-11370H pana la 4.8GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 3070 8GB, Free DOS, gri","In Stoc"
"1612388376-3787","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/15/","2.899,90lei","Laptop LENOVO IdeaPad 5 14IIL05, Intel Core i5-1035G1 pana la 3.6GHz, 14"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics, Free DOS, Light Teal","Stoc epuizat"
"1612388399-4223","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/6/","7.299,90lei","Laptop APPLE MacBook Air 13 mvh52ze/a, Intel Core i5 pana la 3.6GHz, 13.3"" IPS Retina, 8GB, SSD 512GB, Intel Iris Plus Graphics, macOS Catalina, Gold - Tastatura layout INT","In anumite magazine"
"1612388399-4244","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/6/","4.999,90lei","Laptop Gaming MSI GS73 Stealth 8RE, Intel Core i7-8750H pana la 4.1GHz, 17.3"" Full HD, 16GB, HDD 1TB + SSD 128GB, NVIDIA GeForce GTX 1060 6GB, Free Dos","Stoc epuizat"
"1612388392-4059","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","6.799,90lei","Laptop Gaming ASUS TUF A15 FA506IV-AL032, AMD Ryzen 7 4800H pana la 4.2GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2060 6GB, Free DOS, gri inchis","Stoc epuizat"
"1612388394-4115","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/8/","8.299,90lei","Laptop APPLE MacBook Pro 13 mydc2ze/a, Apple M1, 13.3"" Retina Display si Touch Bar, 8GB, SSD 512GB, Grafica integrata, macOS Big Sur, Silver - Tastatura layout INT","Stoc epuizat"
"1612388405-4314","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/4/","5.799,90lei","Laptop APPLE MacBook Air 13 mwtk2ze/a, Intel Core i3 pana la 3.2GHz, 13.3"" IPS Retina, 8GB, SSD 256GB, Intel Iris Plus Graphics, macOS Catalina, Silver - Tastatura layout INT","In Stoc"
"1612388402-4278","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","3.799,90lei","Laptop HP 250 G7, Intel Core i5-1035G7 pana la 3.7GHz, 15.6"" Full HD, 16GB, SSD 512GB, Intel Iris Plus Graphics, Windows 10 Pro, negru","In Stoc"
"1612388394-4113","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/8/","8.499,90lei","Laptop 2 in 1 MICROSOFT Surface Pro 7, Intel Core i7-1065G7 pana la 3.9GHz, 12.3"" Touch, 16GB, SSD 256GB, Intel Iris Plus Graphics, Windows 10 Home, negru mat","Stoc epuizat"
"1612388384-3943","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","4.299,90lei","Laptop ASUS ZenBook 14 UX431FA-AM130, Intel Core i5-10210U pana la 4.2GHz, 14"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics, Free Dos, Utopia Blue","Stoc epuizat"
"1612388381-3889","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","3.949,90lei","Laptop ASUS VivoBook K533FL-EJ147, Intel Core i7-10510U pana la 4.9GHz, 15.6"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce MX250 2GB, Free DOS, negru","Stoc epuizat"
"1612388405-4320","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/4/","5.599,90lei","Laptop Gaming DELL G5 5590, Intel Core i7-9750H pana la 4.5GHz, 15.6"" Full HD, 16GB, HDD 1TB + SSD 256GB, NVIDIA GeForce GTX 1660 Ti 6GB, Ubuntu, negru","In Stoc"
"1612388384-3940","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","4.349,90lei","Laptop DELL Inspiron 5401, Intel Core i7-1065G7 pana la 3.9GHz, 14"" Full HD, 16GB, SSD 512GB, Intel Iris Plus Graphics, Ubuntu, argintiu","Stoc epuizat"
"1612388384-3933","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","4.469,99lei","Laptop Gaming ASUS TUF A15 FA506IU-HN1488, AMD Ryzen 7 4800H pana la 4.2GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, gri inchis","Stoc epuizat"
"1612388397-4159","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","2.299,90lei","Laptop ASUS VivoBook 15K513EA-BQ659, Intel Core i3-1115G4 pana la 4.1GHz, 15.6"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics, Endless OS, negru","Stoc epuizat"
"1612388410-4423","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","8.899,90lei","Laptop Gaming HP Omen 15-dh0013nq, Intel Core i7-9750H pana la 4.5GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2080 Max-Q 8GB, Free Dos, negru","In Stoc"
"1612388376-3809","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/15/","2.099,90lei","Laptop LENOVO V15 ADA, AMD Ryzen 3 3250U pana la 3.5GHz, 15.6"" Full HD, 4GB, SSD 256GB, AMD Radeon Graphics, Free DOS, gri","Stoc epuizat"
"1612388397-4180","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","12.499,99lei","Laptop Gaming ASUS ROG Zephyrus S17 GX701LWS-EV029, Intel Core i7-10750H pana la 5.0GHz, 17.3"" Full HD, 32GB, SSD 1TB, NVIDIA GeForce RTX 2080 Super 8GB, Free DOS, negru","Stoc epuizat"
"1612388399-4217","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/6/","1.999,90lei","Laptop HP 15-db1056nq, AMD Ryzen 3 3200U pana la 3.5GHz, 15.6"" Full HD, 8GB, SSD 256GB, AMD Radeon Vega 3, Free DOS, argintiu","In Stoc"
"1612388392-4096","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","6.099,00lei","Laptop 2 in 1 DELL Inspiron 7391, Intel Core i7-10510U pana la 4.9GHz, 13.3"" Full HD Touch, 8GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, argintiu","Stoc epuizat"
"1612388381-3903","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","3.799,90lei","Laptop LENOVO Yoga Slim 7 14ARE05, AMD Ryzen 5 4500U pana la 4.0GHz, 14"" Full HD, 16GB, SSD 512GB, AMD Radeon Graphics, Windows 10 Home, Orchid","Stoc epuizat"
"1612388402-4271","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","3.999,90lei","Laptop ACER Swift 3 SF314-42-R6X3, AMD Ryzen 5 4500U pana la 4GHz, 14"" Full HD, 8GB, SSD 512GB, AMD Radeon Graphics, Windows 10 Home, argintiu","In Stoc"
"1612388402-4262","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","4.299,90lei","Laptop Gaming ASUS TUF F15 FX506LI-HN050, Intel Core i5-10300H pana la 4.5GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1650 Ti 4GB, Free DOS, gri inchis","In Stoc"
"1612388407-4360","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/3/","7.299,90lei","Laptop Gaming ASUS ROG Zephyrus G14 AniMe Matrix GA401IV-HE132T, AMD Ryzen 7 4800HS pana la 4.2GHz, 14"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2060 Max-Q 6GB, Windows 10 Home, gri inchis","In Stoc"
"1612388402-4296","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","2.799,90lei","Laptop HP 14-dk0009nq, AMD Ryzen 5 3500U pana la 3.7GHz, 14"" Full HD, 8GB, SSD 512GB, AMD Radeon Vega 8, Windows 10 Home, argintiu","In Stoc"
"1612388412-4481","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","12.749,90lei","Laptop Gaming HP Omen 15-dh1033nq, Intel Core i9-10885H pana la 5.3GHz, 15.6"" Full HD, 16GB, HDD 1TB + SSD 512GB, NVIDIA GeForce RTX 2080 Super Max-Q 8GB, Free DOS, negru","In Stoc"
"1612388379-3843","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","3.499,90lei","Laptop ASUS VivoBook 14 X403JA-BM005, Intel Core i5-1035G1 pana la 3.6GHz, 14"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics, Endless, Silver Blue","Stoc epuizat"
"1612388412-4451","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","4.249,90lei","Laptop ASUS ZenBook 14 UM425IA-AM019T, AMD Ryzen 5 4500U pana la 4.0GHz, 14"" Full HD, 16GB, SSD 512GB, AMD Radeon Graphics, Windows 10 Home, gri inchis","In Stoc"
"1612388402-4286","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","3.399,90lei","Laptop LENOVO IdeaPad 5 14ITL05, Intel Core i7-1165G47 pana la 4.7GHz, 14"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics, Free DOS, gri","In Stoc"
"1612388402-4251","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","4.699,99lei","Laptop MICROSOFT Surface Go, Intel Core i5-1035G1 pana la 3.6GHz, 12.4"" Touch, 8GB, SSD 256GB, Intel UHD Graphics, Windows 10 S, albastru deschis","In Stoc"
"1612388397-4166","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","16.499,90lei","Laptop Gaming ASUS ROG Zephyrus Duo 15 GX550LXS-HF088T, Intel Core i9-10980HK pana la 5.3GHz, 15.6"" Full HD, 32GB, SSD 1TB, NVIDIA GeForce RTX 2080 Super 8GB, WebCam, Windows 10 Home, gri inchis","Stoc epuizat"
"1612388410-4406","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","9.599,90lei","Laptop Gaming ACER Predator Triton 500 PT515-52, Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2070 8GB, Windows 10 Home, negru","In Stoc"
"1612388397-4183","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","12.199,90lei","Laptop APPLE MacBook Pro 13 mwp52ro/a, Intel Core i5 pana la 3.8GHz, 13.3"" Retina Display si Touch Bar, 16GB, 1TB, Intel Iris Plus Graphics, macOS Catalina, Space Gray - Tastatura layout RO","Stoc epuizat"
"1612388376-3802","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/15/","2.399,90lei","Laptop DELL Vostro 3590, Intel Core i3-10110U pana la 4.1GHz, 15.6"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics, Ubuntu, negru","Stoc epuizat"
"1612388402-4253","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","4.699,90lei","Laptop Gaming HP Pavilion 15-ec1031nq, AMD Ryzen 7 4800H pana la 4.2GHz, 15.6"" Full HD, 8GB, HDD 1TB + SSD 256GB, NVIDIA GeForce GTX 1660 Ti Max-Q 6GB, Free DOS, negru","In Stoc"
"1612388402-4272","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","3.999,90lei","Laptop DELL Vostro 5490, Intel Core i5-10210U pana la 4.9GHz, 14"" Full HD, 8GB, SSD 256GB, NVIDIA GeForce MX250 2GB, Windows 10 Pro, gri","In Stoc"
"1612388387-3970","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/11/","5.119,99lei","Laptop Gaming ASUS TUF F17 FX706LI-H7003, Intel Core i7-10750H pana la 5.0GHz,17.3"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1650Ti 4GB, Free DOS, gri inchis","Stoc epuizat"
"1612388379-3821","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","3.699,90lei","Laptop Gaming LENOVO Legion Y540-17IRH-PG0, Intel Core i5-9300H pana la 4.1GHz, 17.3"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1650 4GB, Free Dos, Negru","Stoc epuizat"
"1612388402-4258","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","4.499,90lei","Laptop MICROSOFT Surface 3, Intel Core i5-1035G7 pana la 3.7GHz, 13.5"" Touch, 8GB, SSD 128GB, Intel Iris Plus Graphics, Windows 10 Home, Platinum","In Stoc"
"1612388381-3869","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","4.099,90lei","Laptop Gaming ASUS X571LI-AL156, Intel Core i5-10300H pana la 4.5GHz, 15.6"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1650 Ti 4GB, Free DOS, negru","Stoc epuizat"
"1612388384-3919","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","4.599,90lei","Laptop Gaming ASUS TUF A15 FA506IU-HN212, AMD Ryzen 7 4800H pana la 4.2GHz, 15.6"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, gri inchis","Stoc epuizat"
"1612388410-4432","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","8.099,90lei","Laptop Gaming ASUS ROG Zephyrus M GU502GV-AZ094R, Intel Core i7-9750H pana la 4.5GHz, 15.6"" Full HD, 32GB, SSD 512GB, NVIDIA GeForce RTX 2060 6GB, WebCam, Windows 10 Pro, negru","In Stoc"
"1612388384-3922","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","4.499,90lei","Laptop LENOVO IdeaPad 5 14IIL05, Intel Core i7-1065G7 pana la 3.9GHz, 14"" Full HD, 16GB, SSD 1TB, Intel Iris Plus Graphics, Free DOS, gri","Stoc epuizat"
"1612388399-4247","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/6/","4.799,90lei","Laptop APPLE MacBook 12"" Retina Display mnyf2ze/a, Intel® Core™ m3 pana la 3.0GHz, 8GB, 256GB, Intel HD Graphics 615, macOS Sierra, Space Gray - Tastatura layout INT","Stoc epuizat"
"1612388379-3856","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","3.299,90lei","Laptop ACER Aspire 5 A515-44G-R4YP, AMD Ryzen 5 4500U pana la 4GHz, 15.6"" Full HD, 8GB, SSD 512GB, AMD Radeon RX640 2GB, Windows 10 Home, argintiu","Stoc epuizat"
"1612388379-3830","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","3.699,90lei","Laptop ASUS X509JA-EJ031T, Intel Core i7-1065G7 pana la 3.9GHz, 15.6"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics, Windows 10 Home, gri","Stoc epuizat"
"1612388407-4356","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/3/","7.399,90lei","Laptop 2 in 1 DELL Inspiron 7306, Intel Core i7-1165G7 pana la 4.7GHz, 13.3"" UHD Touch, 16GB, SSD 512GB, Intel Iris Xe Graphics, Windows 10 Home, negru","In Stoc"
"1612388412-4445","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.299,90lei","Laptop ASUS VivoBook S15 S533EA-BN108, Intel Core i5-1135G7 pana la 4.2GHz, 15.6"" Full HD, 8GB, SSD 512GB, Intel Iris Xe Graphics, Free Dos, rosu","In Stoc"
"1612388384-3920","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","4.599,90lei","Laptop Gaming ASUS TUF A15 FA506IU-AL010, AMD Ryzen 7 4800H pana la 4.2GHz, 15.6"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, gri inchis","Stoc epuizat"
"1612388410-4430","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","8.189,90lei","Laptop LENOVO ThinkPad T14s Gen 1, Intel Core i7-10510U pana la 4.9GHz, 14"" Full HD, 16GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, negru","In Stoc"
"1612388410-4426","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","8.699,90lei","Laptop Gaming ASUS ROG Zephyrus S GX502GW-AZ067, Intel Core i7-9750H pana la 4.5GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2070 8GB, Free DOS, negru","In Stoc"
"1612388392-4069","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","6.599,90lei","Laptop Gaming ASUS ROG Strix G15 G512LV-HN221, Intel Core i7-10870H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2060 6GB, Free DOS, negru","Stoc epuizat"
"1612388402-4275","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","3.899,99lei","Laptop MICROSOFT Surface Go, Intel Core i5-1035G1 pana la 3.6GHz, 12.4"" Touch, 8GB, SSD 128GB, Intel UHD Graphics, Windows 10 S, albastru deschis","In Stoc"
"1612388410-4396","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","10.899,90lei","Laptop DELL XPS 13 9300, Intel Core i7-1065G7 pana la 3.9GHz, 13.4"" Full HD+, 16GB, 1TB, Intel Iris Plus Graphics, Windows 10 Pro, gri","In Stoc"
"1612388376-3773","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/15/","3.099,90lei","Laptop HP 14s-fq0001nq, AMD Ryzen 5 4500U pana la 4.0GHz, 14"" Full HD, 8GB, SSD 512GB, AMD Radeon Graphics, Windows 10 Home, argintiu","Stoc epuizat"
"1612388412-4468","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","15.499,90lei","Laptop Gaming ASUS ROG Zephyrus Duo 15 GX550LWS-HF059T, Intel Core i7-10875H pana la 5.1GHz, 15.6"" Full HD, 32GB, SSD 512GB + 512GB, NVIDIA GeForce RTX 2070 Super 8GB, Windows 10 Home, gri inchis","In Stoc"
"1612388389-4021","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/10/","5.649,90lei","Laptop ASUS ZenBook Duo UX481FA-HJ048T, Intel Core i5-10210U pana la 4.2GHz, 14"" Full HD Touch, 8GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Home, Celestial Blue","Stoc epuizat"
"1612388394-4108","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/8/","8.639,99lei","Laptop Gaming ASUS ROG Zephyrus G14 AniMe Matrix GA401IV-HA112T, AMD Ryzen 9 4900HS pana la 4.3GHz, 14"" QHD, 32GB, SSD 1TB, NVIDIA GeForce RTX 2060 Max-Q 6GB, Windows 10 Home, gri inchis","Stoc epuizat"
"1612388410-4407","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","9.499,90lei","Laptop DELL XPS 13 7390, Intel Core i7-10710U pana la 4.7GHz, 13.3"" Full HD, 16GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, argintiu","In Stoc"
"1612388392-4101","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","5.999,90lei","Laptop DELL Vostro 7590, Intel Core i7-9750H pana la 4.5GHz, 15.6"" Full HD, 8GB, SSD 256GB, NVIDIA GeForce GTX 1050 3GB, Windows 10 Pro, gri","Stoc epuizat"
"1612388373-3768","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/16/","1.249,90lei","Laptop HP 15s-eq1000nq, AMD Athlon Silver 3050U pana la 3.2GHz, 15.6"" HD, 4GB, SSD 256GB, AMD Radeon Graphics, Free DOS, gri inchis","Stoc epuizat"
"1612388394-4154","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/8/","6.899,90lei","Laptop Gaming ASUS ROG Zephyrus M15 GU502LV-HN100, Intel Core i7-10875H pana la 5.1GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2060 6GB, Free DOS, gri","Stoc epuizat"
"1612388412-4456","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.299,90lei","Laptop ASUS VivoBook S15 S533EA-BN102, Intel Core i5-1135G7 pana la 4.2GHz, 15.6"" Full HD, 8GB, SSD 512GB, Intel Iris Xe Graphics, Free Dos, negru","In Stoc"
"1612388397-4196","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","9.509,99lei","Laptop Gaming ASUS ROG Zephyrus M15 GU502LW-AZ059T, Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 2x512GB, NVIDIA GeForce RTX 2070 Max-Q 8GB, Windows 10 Home, negru","Stoc epuizat"
"1612388399-4222","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/6/","7.749,90lei","Laptop Gaming HP Omen 15-dh1013nq, Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, HDD 1TB + SSD 512GB, NVIDIA GeForce RTX 2070 Max-Q 8GB, Free DOS, negru","In anumite magazine"
"1612388402-4255","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","4.579,90lei","Laptop DELL Vostro 5401, Intel Core i5-1035G1 pana la 3.6GHz, 14"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, gri","In Stoc"
"1612388392-4060","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","6.799,90lei","Laptop Gaming ASUS ROG Strix G15 G512LW-HN076, Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2070 8GB, Free DOS, Glacier Blue","Stoc epuizat"
"1612388412-4486","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","11.499,90lei","Laptop Gaming ASUS ROG Zephyrus S GX701LXS-HG051T, Intel Core i7-10750H pana la 5.0GHz, 17.3"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2080 Max-Q Design 8GB, WebCam, Windows 10 Home, negru","In Stoc"
"1612388379-3824","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","3.699,90lei","Laptop Gaming ASUS TUF FX505GT-HN098, Intel Core i5-9300H pana la 4.1GHz, 15.6"" Full HD, 8GB, SSD 256GB + HDD 1TB, NVIDIA GeForce GTX 1650 4GB, Free DOS, Stealth Black","Stoc epuizat"
"1612388407-4357","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/3/","7.349,90lei","Laptop DELL Latitude 7400, Intel Core i7-8665U pana la 4.8GHz, 14"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Pro, gri","In Stoc"
